transaction_id,posting_date,gl_account_id,gl_account_name,cost_center_id,vendor,description,amount_usd,expense_type,fiscal_quarter,fiscal_year
GL-001089,2025-07-09,6100,Salaries & Wages,CC-145,Mercer Consulting,Compensation — Product — Jul 2025,17454.73,Recurring,Q3 2025,FY2025
GL-004444,2025-08-01,6400,Facilities & Occupancy,CC-106,McKinsey & Company,Facilities — Engineering — Aug 2025,7709.62,Recurring,Q3 2025,FY2025
GL-002110,2026-04-28,6100,Salaries & Wages,CC-115,Gartner Inc,Compensation — Marketing — Apr 2026,11273.65,Recurring,Q2 2026,FY2026
GL-002828,2025-06-27,6700,Training & Development,CC-113,Iron Mountain,Training — Sales — Jun 2025,3628.23,Recurring,Q2 2025,FY2025
GL-005483,2025-11-21,6200,Travel & Entertainment,CC-159,Iron Mountain,Travel — IT — Nov 2025,1676.79,Recurring,Q4 2025,FY2025
GL-003990,2026-02-25,6600,Equipment & Hardware,CC-127,LinkedIn Talent,Equipment — Finance — Feb 2026,16294.07,Recurring,Q1 2026,FY2026
GL-001083,2025-09-08,6110,Employee Benefits,CC-101,JLL Real Estate,Benefits — Engineering — Sep 2025,4679.55,Recurring,Q3 2025,FY2025
GL-005066,2025-07-30,6300,Software & Subscriptions,CC-130,Forrester Research,Software — HR — Jul 2025,6189.58,Recurring,Q3 2025,FY2025
GL-004799,2025-04-09,6200,Travel & Entertainment,CC-107,CrowdStrike Holdings,Travel — Sales — Apr 2025,1400.3,Recurring,Q2 2025,FY2025
GL-004236,2025-04-14,6700,Training & Development,CC-110,Willis Towers Watson,Training — Sales — Apr 2025,2281.01,Recurring,Q2 2025,FY2025
GL-004595,2025-04-25,6600,Equipment & Hardware,CC-143,McKinsey & Company,Equipment — Product — Apr 2025,9925.94,Recurring,Q2 2025,FY2025
GL-002293,2025-10-20,6200,Travel & Entertainment,CC-163,United Airlines,Travel — Executive — Oct 2025,2386.28,Recurring,Q4 2025,FY2025
GL-001751,2025-03-02,6200,Travel & Entertainment,CC-117,Cisco Systems,Travel — Marketing — Mar 2025,1831.23,Recurring,Q1 2025,FY2025
GL-000148,2025-01-27,6200,Travel & Entertainment,CC-126,McKinsey & Company,Travel — Finance — Jan 2025,2471.14,Recurring,Q1 2025,FY2025
GL-003459,2025-06-07,6100,Salaries & Wages,CC-143,HP Enterprise,Compensation — Product — Jun 2025,15489.66,Recurring,Q2 2025,FY2025
GL-005209,2026-05-01,6500,Professional Services,CC-109,Marriott Hotels,Professional Services — Sales — May 2026,16200.26,Recurring,Q2 2026,FY2026
GL-004520,2025-12-09,6600,Equipment & Hardware,CC-166,LinkedIn Talent,Equipment — Executive — Dec 2025,9600.65,Recurring,Q4 2025,FY2025
GL-004136,2026-01-13,6500,Professional Services,CC-146,Robert Half,Professional Services — Product — Jan 2026,24108.32,Recurring,Q1 2026,FY2026
GL-005535,2025-02-28,6100,Salaries & Wages,CC-146,Palo Alto Networks,Compensation — Product — Feb 2025,14794.88,Recurring,Q1 2025,FY2025
GL-004562,2025-04-29,6400,Facilities & Occupancy,CC-113,WeWork Office,Facilities — Sales — Apr 2025,7063.16,Recurring,Q2 2025,FY2025
GL-002766,2025-12-19,6500,Professional Services,CC-118,LinkedIn Talent,Professional Services — Marketing — Dec 2025,10791.11,Recurring,Q4 2025,FY2025
GL-001356,2025-09-15,6300,Software & Subscriptions,CC-158,Hays Recruiting,Software — IT — Sep 2025,6718.51,Recurring,Q3 2025,FY2025
GL-002190,2026-05-04,6400,Facilities & Occupancy,CC-143,PwC Advisory,Facilities — Product — May 2026,3102.42,Recurring,Q2 2026,FY2026
GL-003085,2025-11-04,6100,Salaries & Wages,CC-103,Willis Towers Watson,Compensation — Engineering — Nov 2025,11607.22,Recurring,Q4 2025,FY2025
GL-004846,2025-07-17,6300,Software & Subscriptions,CC-118,Snowflake Computing,Software — Marketing — Jul 2025,10535.11,Recurring,Q3 2025,FY2025
GL-002131,2025-07-21,6100,Salaries & Wages,CC-145,Baker McKenzie LLP,Compensation — Product — Jul 2025,18277.85,Recurring,Q3 2025,FY2025
GL-005978,2025-07-10,6800,One-Time Project Costs,CC-901,AWS Cloud Services,Project: Warehouse Management Overhaul — originated by Legal,4131.38,One-Time,Q3 2025,FY2025
GL-000198,2025-11-17,6400,Facilities & Occupancy,CC-143,Palo Alto Networks,Facilities — Product — Nov 2025,6131.23,Recurring,Q4 2025,FY2025
GL-003206,2026-03-05,6500,Professional Services,CC-111,Datadog Inc,Professional Services — Sales — Mar 2026,33708.2,Recurring,Q1 2026,FY2026
GL-004465,2025-10-27,6500,Professional Services,CC-102,Baker McKenzie LLP,Professional Services — Engineering — Oct 2025,20364.57,Recurring,Q4 2025,FY2025
GL-000946,2025-07-14,6600,Equipment & Hardware,CC-126,Hays Recruiting,Equipment — Finance — Jul 2025,5608.24,Recurring,Q3 2025,FY2025
GL-003095,2025-04-03,6400,Facilities & Occupancy,CC-107,JLL Real Estate,Facilities — Sales — Apr 2025,5203.02,Recurring,Q2 2025,FY2025
GL-002937,2026-03-25,6600,Equipment & Hardware,CC-166,Deloitte Advisory,Equipment — Executive — Mar 2026,1318.83,Recurring,Q1 2026,FY2026
GL-004722,2025-09-08,6110,Employee Benefits,CC-149,Microsoft Azure,Benefits — Operations — Sep 2025,4914.91,Recurring,Q3 2025,FY2025
GL-005363,2025-12-15,6110,Employee Benefits,CC-165,WeWork Office,Benefits — Executive — Dec 2025,6861.3,Recurring,Q4 2025,FY2025
GL-004815,2025-04-30,6100,Salaries & Wages,CC-120,Cisco Systems,Compensation — Marketing — Apr 2025,24152.09,Recurring,Q2 2025,FY2025
GL-002846,2026-04-22,6300,Software & Subscriptions,CC-128,Microsoft Azure,Software — HR — Apr 2026,5513.0,Recurring,Q2 2026,FY2026
GL-002077,2026-01-19,6300,Software & Subscriptions,CC-155,Deloitte Advisory,Software — Operations — Jan 2026,5733.64,Recurring,Q1 2026,FY2026
GL-000416,2026-03-14,6200,Travel & Entertainment,CC-118,Cisco Systems,Travel — Marketing — Mar 2026,1712.79,Recurring,Q1 2026,FY2026
GL-005039,2025-08-20,6400,Facilities & Occupancy,CC-112,Robert Half,Facilities — Sales — Aug 2025,4097.02,Recurring,Q3 2025,FY2025
GL-003564,2025-01-20,6300,Software & Subscriptions,CC-118,McKinsey & Company,Software — Marketing — Jan 2025,6348.06,Recurring,Q1 2025,FY2025
GL-002588,2025-08-06,6200,Travel & Entertainment,CC-114,Dell Technologies,Travel — Marketing — Aug 2025,3175.02,Recurring,Q3 2025,FY2025
GL-002044,2025-07-28,6100,Salaries & Wages,CC-157,Splunk Inc,Compensation — IT — Jul 2025,21591.21,Recurring,Q3 2025,FY2025
GL-000447,2026-01-04,6400,Facilities & Occupancy,CC-106,Robert Half,Facilities — Engineering — Jan 2026,2693.98,Recurring,Q1 2026,FY2026
GL-004109,2025-09-22,6600,Equipment & Hardware,CC-147,Snowflake Computing,Equipment — Product — Sep 2025,7210.84,Recurring,Q3 2025,FY2025
GL-003255,2025-09-15,6110,Employee Benefits,CC-143,Deloitte Advisory,Benefits — Product — Sep 2025,2306.31,Recurring,Q3 2025,FY2025
GL-004449,2025-01-02,6110,Employee Benefits,CC-161,LinkedIn Talent,Benefits — IT — Jan 2025,3319.19,Recurring,Q1 2025,FY2025
GL-002199,2025-12-01,6300,Software & Subscriptions,CC-153,Zscaler Inc,Software — Operations — Dec 2025,11225.57,Recurring,Q4 2025,FY2025
GL-004274,2025-11-18,6600,Equipment & Hardware,CC-152,Splunk Inc,Equipment — Operations — Nov 2025,11432.52,Recurring,Q4 2025,FY2025
GL-005415,2025-08-25,6700,Training & Development,CC-133,Fortinet Inc,Training — HR — Aug 2025,1021.15,Recurring,Q3 2025,FY2025
GL-001924,2025-11-26,6700,Training & Development,CC-110,Splunk Inc,Training — Sales — Nov 2025,580.91,Recurring,Q4 2025,FY2025
GL-002472,2026-03-23,6500,Professional Services,CC-159,Datadog Inc,Professional Services — IT — Mar 2026,14639.53,Recurring,Q1 2026,FY2026
GL-001724,2026-01-22,6200,Travel & Entertainment,CC-164,ServiceNow Inc,Travel — Executive — Jan 2026,3498.5,Recurring,Q1 2026,FY2026
GL-003847,2025-04-20,6700,Training & Development,CC-106,HP Enterprise,Training — Engineering — Apr 2025,2277.98,Recurring,Q2 2025,FY2025
GL-003849,2026-04-13,6200,Travel & Entertainment,CC-124,Marriott Hotels,Travel — Finance — Apr 2026,1085.47,Recurring,Q2 2026,FY2026
GL-005790,2025-10-30,6500,Professional Services,CC-114,IDC Advisory,Professional Services — Marketing — Oct 2025,35831.24,Recurring,Q4 2025,FY2025
GL-005740,2026-04-04,6100,Salaries & Wages,CC-165,Oracle Corp,Compensation — Executive — Apr 2026,9438.95,Recurring,Q2 2026,FY2026
GL-002997,2025-10-25,6400,Facilities & Occupancy,CC-117,Splunk Inc,Facilities — Marketing — Oct 2025,7038.53,Recurring,Q4 2025,FY2025
GL-003132,2025-10-10,6700,Training & Development,CC-110,Splunk Inc,Training — Sales — Oct 2025,3376.98,Recurring,Q4 2025,FY2025
GL-001057,2025-02-03,6400,Facilities & Occupancy,CC-113,Mercer Consulting,Facilities — Sales — Feb 2025,7634.74,Recurring,Q1 2025,FY2025
GL-003053,2025-09-03,6110,Employee Benefits,CC-156,Perkins Coie LLP,Benefits — IT — Sep 2025,3810.77,Recurring,Q3 2025,FY2025
GL-005280,2025-02-03,6110,Employee Benefits,CC-135,JLL Real Estate,Benefits — Legal — Feb 2025,3295.66,Recurring,Q1 2025,FY2025
GL-005588,2025-12-29,6500,Professional Services,CC-162,CrowdStrike Holdings,Professional Services — IT — Dec 2025,15898.66,Recurring,Q4 2025,FY2025
GL-001258,2026-01-26,6600,Equipment & Hardware,CC-133,SAP SE,Equipment — HR — Jan 2026,8842.84,Recurring,Q1 2026,FY2026
GL-002004,2025-08-18,6700,Training & Development,CC-164,McKinsey & Company,Training — Executive — Aug 2025,2108.45,Recurring,Q3 2025,FY2025
GL-000494,2025-08-04,6100,Salaries & Wages,CC-163,Iron Mountain,Compensation — Executive — Aug 2025,1500.0,Recurring,Q3 2025,FY2025
GL-001618,2025-03-24,6110,Employee Benefits,CC-136,CrowdStrike Holdings,Benefits — Legal — Mar 2025,4221.22,Recurring,Q1 2025,FY2025
GL-000097,2026-02-27,6700,Training & Development,CC-140,Oracle Corp,Training — Legal — Feb 2026,2837.15,Recurring,Q1 2026,FY2026
GL-000345,2026-01-16,6500,Professional Services,CC-166,Willis Towers Watson,Professional Services — Executive — Jan 2026,2370.74,Recurring,Q1 2026,FY2026
GL-005412,2026-05-30,6100,Salaries & Wages,CC-154,Dell Technologies,Compensation — Operations — May 2026,18350.39,Recurring,Q2 2026,FY2026
GL-002752,2025-08-04,6200,Travel & Entertainment,CC-131,American Express Travel,Travel — HR — Aug 2025,3692.59,Recurring,Q3 2025,FY2025
GL-003509,2025-11-08,6200,Travel & Entertainment,CC-134,Hays Recruiting,Travel — HR — Nov 2025,1411.24,Recurring,Q4 2025,FY2025
GL-001604,2025-09-07,6700,Training & Development,CC-156,KPMG Consulting,Training — IT — Sep 2025,3627.62,Recurring,Q3 2025,FY2025
GL-004696,2025-07-15,6200,Travel & Entertainment,CC-113,Mercer Consulting,Travel — Sales — Jul 2025,2669.09,Recurring,Q3 2025,FY2025
GL-005651,2025-07-14,6100,Salaries & Wages,CC-100,Baker McKenzie LLP,Compensation — Engineering — Jul 2025,14206.74,Recurring,Q3 2025,FY2025
GL-002097,2025-10-13,6300,Software & Subscriptions,CC-164,Deloitte Advisory,Software — Executive — Oct 2025,3934.38,Recurring,Q4 2025,FY2025
GL-002879,2025-01-20,6700,Training & Development,CC-160,Latham & Watkins,Training — IT — Jan 2025,2450.45,Recurring,Q1 2025,FY2025
GL-001502,2025-01-21,6110,Employee Benefits,CC-160,Cisco Systems,Benefits — IT — Jan 2025,2519.33,Recurring,Q1 2025,FY2025
GL-003636,2025-07-20,6500,Professional Services,CC-147,Deloitte Advisory,Professional Services — Product — Jul 2025,22096.42,Recurring,Q3 2025,FY2025
GL-005986,2025-08-11,6800,One-Time Project Costs,CC-901,JLL Real Estate,Project: SOC 2 Certification Push — originated by Legal,15707.66,One-Time,Q3 2025,FY2025
GL-005999,2025-08-04,6800,One-Time Project Costs,CC-902,JLL Real Estate,Project: Data Center Consolidation — originated by Engineering,17764.28,One-Time,Q3 2025,FY2025
GL-005308,2025-12-10,6600,Equipment & Hardware,CC-144,United Airlines,Equipment — Product — Dec 2025,250.0,Recurring,Q4 2025,FY2025
GL-001883,2025-03-24,6100,Salaries & Wages,CC-136,Perkins Coie LLP,Compensation — Legal — Mar 2025,13752.26,Recurring,Q1 2025,FY2025
GL-000701,2025-05-20,6500,Professional Services,CC-154,Palo Alto Networks,Professional Services — Operations — May 2025,25404.93,Recurring,Q2 2025,FY2025
GL-003316,2025-05-15,6300,Software & Subscriptions,CC-145,Salesforce Inc,Software — Product — May 2025,1521.12,Recurring,Q2 2025,FY2025
GL-005858,2025-09-02,6800,One-Time Project Costs,CC-901,Gartner Inc,Project: Security Audit Remediation — originated by Engineering,5493.55,One-Time,Q3 2025,FY2025
GL-004878,2025-07-29,6400,Facilities & Occupancy,CC-131,Fortinet Inc,Facilities — HR — Jul 2025,2052.06,Recurring,Q3 2025,FY2025
GL-005612,2026-05-08,6100,Salaries & Wages,CC-163,Robert Half,Compensation — Executive — May 2026,14187.09,Recurring,Q2 2026,FY2026
GL-000801,2025-04-03,6500,Professional Services,CC-146,Dell Technologies,Professional Services — Product — Apr 2025,28277.57,Recurring,Q2 2025,FY2025
GL-005139,2026-05-01,6110,Employee Benefits,CC-130,Latham & Watkins,Benefits — HR — May 2026,7348.31,Recurring,Q2 2026,FY2026
GL-000587,2026-03-23,6110,Employee Benefits,CC-146,ServiceNow Inc,Benefits — Product — Mar 2026,1144.22,Recurring,Q1 2026,FY2026
GL-005036,2025-07-12,6400,Facilities & Occupancy,CC-158,Perkins Coie LLP,Facilities — IT — Jul 2025,5859.57,Recurring,Q3 2025,FY2025
GL-000708,2025-03-10,6600,Equipment & Hardware,CC-121,FedEx Shipping,Equipment — Finance — Mar 2025,10800.69,Recurring,Q1 2025,FY2025
GL-001846,2025-10-22,6200,Travel & Entertainment,CC-157,McKinsey & Company,Travel — IT — Oct 2025,1596.66,Recurring,Q4 2025,FY2025
GL-002964,2025-01-09,6300,Software & Subscriptions,CC-136,Palo Alto Networks,Software — Legal — Jan 2025,12512.6,Recurring,Q1 2025,FY2025
GL-005127,2026-02-12,6300,Software & Subscriptions,CC-140,Perkins Coie LLP,Software — Legal — Feb 2026,7523.99,Recurring,Q1 2026,FY2026
GL-004881,2026-05-14,6100,Salaries & Wages,CC-107,Oracle Corp,Compensation — Sales — May 2026,17786.23,Recurring,Q2 2026,FY2026
GL-005402,2026-02-16,6600,Equipment & Hardware,CC-147,Salesforce Inc,Equipment — Product — Feb 2026,12685.44,Recurring,Q1 2026,FY2026
GL-002324,2025-12-19,6110,Employee Benefits,CC-105,Marriott Hotels,Benefits — Engineering — Dec 2025,6345.94,Recurring,Q4 2025,FY2025
GL-002247,2025-01-06,6400,Facilities & Occupancy,CC-134,Robert Half,Facilities — HR — Jan 2025,4501.94,Recurring,Q1 2025,FY2025
GL-000402,2026-05-18,6500,Professional Services,CC-116,Latham & Watkins,Professional Services — Marketing — May 2026,24937.34,Recurring,Q2 2026,FY2026
GL-001347,2025-10-24,6200,Travel & Entertainment,CC-165,FedEx Shipping,Travel — Executive — Oct 2025,2301.13,Recurring,Q4 2025,FY2025
GL-001761,2025-04-18,6400,Facilities & Occupancy,CC-130,Hays Recruiting,Facilities — HR — Apr 2025,3214.99,Recurring,Q2 2025,FY2025
GL-003876,2026-02-05,6110,Employee Benefits,CC-102,Deloitte Advisory,Benefits — Engineering — Feb 2026,3336.72,Recurring,Q1 2026,FY2026
GL-005530,2025-05-05,6400,Facilities & Occupancy,CC-158,Robert Half,Facilities — IT — May 2025,6790.4,Recurring,Q2 2025,FY2025
GL-002395,2025-02-10,6200,Travel & Entertainment,CC-106,CrowdStrike Holdings,Travel — Engineering — Feb 2025,3042.8,Recurring,Q1 2025,FY2025
GL-005428,2025-11-17,6400,Facilities & Occupancy,CC-123,Forrester Research,Facilities — Finance — Nov 2025,5959.65,Recurring,Q4 2025,FY2025
GL-001090,2026-05-17,6110,Employee Benefits,CC-162,McKinsey & Company,Benefits — IT — May 2026,4341.42,Recurring,Q2 2026,FY2026
GL-005476,2025-03-10,6100,Salaries & Wages,CC-112,FedEx Shipping,Compensation — Sales — Mar 2025,17487.58,Recurring,Q1 2025,FY2025
GL-002697,2025-06-21,6600,Equipment & Hardware,CC-111,Iron Mountain,Equipment — Sales — Jun 2025,2786.19,Recurring,Q2 2025,FY2025
GL-005268,2026-02-19,6100,Salaries & Wages,CC-150,Accenture Consulting,Compensation — Operations — Feb 2026,9416.36,Recurring,Q1 2026,FY2026
GL-005542,2026-02-09,6500,Professional Services,CC-142,PwC Advisory,Professional Services — Product — Feb 2026,19999.28,Recurring,Q1 2026,FY2026
GL-002182,2026-03-02,6200,Travel & Entertainment,CC-119,Forrester Research,Travel — Marketing — Mar 2026,2231.9,Recurring,Q1 2026,FY2026
GL-005520,2025-05-05,6700,Training & Development,CC-103,HP Enterprise,Training — Engineering — May 2025,2618.6,Recurring,Q2 2025,FY2025
GL-001548,2026-04-13,6110,Employee Benefits,CC-156,KPMG Consulting,Benefits — IT — Apr 2026,2487.12,Recurring,Q2 2026,FY2026
GL-000477,2025-06-17,6110,Employee Benefits,CC-107,United Airlines,Benefits — Sales — Jun 2025,5140.79,Recurring,Q2 2025,FY2025
GL-001152,2025-05-14,6500,Professional Services,CC-140,Baker McKenzie LLP,Professional Services — Legal — May 2025,33285.34,Recurring,Q2 2025,FY2025
GL-003941,2025-07-13,6110,Employee Benefits,CC-108,Snowflake Computing,Benefits — Sales — Jul 2025,6401.06,Recurring,Q3 2025,FY2025
GL-005453,2025-02-02,6200,Travel & Entertainment,CC-154,LinkedIn Talent,Travel — Operations — Feb 2025,702.99,Recurring,Q1 2025,FY2025
GL-005448,2025-02-25,6110,Employee Benefits,CC-155,LinkedIn Talent,Benefits — Operations — Feb 2025,2975.67,Recurring,Q1 2025,FY2025
GL-002929,2025-12-27,6300,Software & Subscriptions,CC-146,CrowdStrike Holdings,Software — Product — Dec 2025,8799.47,Recurring,Q4 2025,FY2025
GL-005562,2025-04-28,6300,Software & Subscriptions,CC-136,IDC Advisory,Software — Legal — Apr 2025,7118.53,Recurring,Q2 2025,FY2025
GL-002946,2025-03-04,6200,Travel & Entertainment,CC-102,Iron Mountain,Travel — Engineering — Mar 2025,1705.77,Recurring,Q1 2025,FY2025
GL-005508,2025-04-29,6700,Training & Development,CC-119,Palo Alto Networks,Training — Marketing — Apr 2025,2802.13,Recurring,Q2 2025,FY2025
GL-002386,2025-07-01,6600,Equipment & Hardware,CC-153,Baker McKenzie LLP,Equipment — Operations — Jul 2025,250.0,Recurring,Q3 2025,FY2025
GL-004960,2026-04-04,6300,Software & Subscriptions,CC-161,Forrester Research,Software — IT — Apr 2026,4405.16,Recurring,Q2 2026,FY2026
GL-000877,2025-11-13,6110,Employee Benefits,CC-161,Mercer Consulting,Benefits — IT — Nov 2025,4845.75,Recurring,Q4 2025,FY2025
GL-005543,2025-02-10,6300,Software & Subscriptions,CC-133,Mercer Consulting,Software — HR — Feb 2025,7282.43,Recurring,Q1 2025,FY2025
GL-003076,2026-02-23,6700,Training & Development,CC-111,Deloitte Advisory,Training — Sales — Feb 2026,3397.37,Recurring,Q1 2026,FY2026
GL-000895,2025-08-06,6400,Facilities & Occupancy,CC-163,Cisco Systems,Facilities — Executive — Aug 2025,500.0,Recurring,Q3 2025,FY2025
GL-005429,2025-03-09,6400,Facilities & Occupancy,CC-106,JLL Real Estate,Facilities — Engineering — Mar 2025,5987.69,Recurring,Q1 2025,FY2025
GL-002343,2025-12-14,6700,Training & Development,CC-106,Baker McKenzie LLP,Training — Engineering — Dec 2025,1644.97,Recurring,Q4 2025,FY2025
GL-005103,2025-09-15,6200,Travel & Entertainment,CC-155,Salesforce Inc,Travel — Operations — Sep 2025,4553.44,Recurring,Q3 2025,FY2025
GL-004887,2026-04-29,6600,Equipment & Hardware,CC-140,FedEx Shipping,Equipment — Legal — Apr 2026,13137.53,Recurring,Q2 2026,FY2026
GL-004505,2025-04-20,6400,Facilities & Occupancy,CC-142,Dell Technologies,Facilities — Product — Apr 2025,4509.68,Recurring,Q2 2025,FY2025
GL-003456,2026-01-15,6110,Employee Benefits,CC-117,CBRE Group,Benefits — Marketing — Jan 2026,3792.79,Recurring,Q1 2026,FY2026
